"AGE16.25","AGE26.39","AGE40.64","AGE65.","GENDERmale","RACEminority","DRIVING_EXPERIENCE10.19y","DRIVING_EXPERIENCE20.29y","DRIVING_EXPERIENCE30y.","EDUCATIONnone","EDUCATIONuniversity","INCOMEpoverty","INCOMEupper.class","INCOMEworking.class","CREDIT_SCORE","VEHICLE_OWNERSHIP1","VEHICLE_YEARbefore.2015","MARRIED1","CHILDREN1","POSTAL_CODE21217","POSTAL_CODE32765","POSTAL_CODE92101","ANNUAL_MILEAGE","VEHICLE_TYPEsports.car","SPEEDING_VIOLATIONS","DUIS","PAST_ACCIDENTS","OUTCOME1"
0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.621121500033616,1,1,0,1,0,0,0,0.4,0,0.0909090909090909,0,0,0
0,0,0,1,1,0,0,0,1,0,1,0,1,0,0.768366772090623,1,1,1,1,0,1,0,0.45,0,0.227272727272727,0.166666666666667,0.0666666666666667,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4569308253851,1,1,1,1,0,1,0,0.25,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.423175861861358,0,0,1,0,0,0,0,0.6,0,0.0909090909090909,0,0.133333333333333,0
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.533615744342589,1,0,0,1,0,0,0,0.5,0,0.0909090909090909,0,0,0
0,1,0,0,1,1,1,0,0,0,1,0,0,0,0.574458560754081,1,1,0,0,0,0,0,0.6,0,0.136363636363636,0.166666666666667,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.430472327550712,1,1,1,0,0,0,0,0.5,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.711168465190667,1,1,1,1,0,0,0,0.45,1,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.915798831074981,1,0,1,1,0,0,0,0.4,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.63471638924151,1,1,1,0,0,0,0,0.45,0,0.0909090909090909,0,0.133333333333333,0
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.640489734239999,1,1,0,1,0,0,0,0.4,0,0,0,0,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.707310932407757,1,1,1,1,0,0,0,0.35,0,0.181818181818182,0,0.333333333333333,0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.522899985575283,0,1,1,1,0,1,0,0.25,0,0.136363636363636,0,0.0666666666666667,0
0,0,0,1,1,1,0,1,0,0,1,0,1,0,0.858759955999499,0,1,1,1,0,0,0,0.4,1,0.0454545454545455,0.333333333333333,0.133333333333333,0
0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.669701115990946,1,1,1,1,0,0,0,0.65,0,0,0,0.0666666666666667,0
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.568736311665651,0,1,1,1,0,1,0,0.3,0,0.136363636363636,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.199579358594895,0,1,0,0,0,1,0,0.4,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.478541347418792,1,1,1,1,0,0,0,0.35,0,0.0454545454545455,0,0.133333333333333,0
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.514458343870543,1,1,1,1,0,0,1,0.25,0,0.181818181818182,0,0.2,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.619196719168806,1,1,0,0,0,0,0,0.75,0,0,0,0.0666666666666667,0
0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.504757179122638,1,0,1,1,0,0,0,0.35,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.441353197824435,0,1,0,1,0,1,0,0.55,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.703454599160954,1,1,1,1,0,0,0,0.55,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.528601230312637,0,0,1,1,0,0,0,0.5,0,0.0454545454545455,0.166666666666667,0.133333333333333,1
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.652827098680659,1,1,0,1,0,0,0,0.5,0,0,0,0.333333333333333,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.345034133424033,1,1,0,0,0,0,1,0.6,0,0.0454545454545455,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632423787801079,0,1,1,0,0,1,0,0.45,0,0,0,0,1
0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.295642009452746,0,1,0,1,0,0,0,0.4,0,0.0454545454545455,0,0.133333333333333,1
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.597679651458723,1,0,0,0,0,0,0,0.75,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.590389718281101,0,1,1,1,0,1,0,0.35,0,0.0454545454545455,0,0,1
0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.787171845743157,1,1,1,1,0,0,0,0.45,0,0.0909090909090909,0,0.133333333333333,0
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.555414284646125,1,1,1,1,0,0,0,0.25,0,0,0,0,0
0,1,0,0,1,1,1,0,0,0,1,0,1,0,0.624566413724953,1,0,1,1,0,0,0,0.35,0,0.0909090909090909,0,0.266666666666667,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.590955094866617,0,1,0,1,0,0,0,0.55,0,0.0909090909090909,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.288059438191775,0,1,0,0,0,0,1,0.55,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.622118456848706,1,0,0,1,0,0,0,0.5,0,0,0,0.133333333333333,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.706652783430498,1,1,1,1,0,0,0,0.3,0,0.227272727272727,0.166666666666667,0.133333333333333,0
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.649641574965856,1,1,0,0,0,0,0,0.6,0,0,0,0.0666666666666667,0
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.560487617352349,0,1,1,0,0,1,0,0.5,0,0,0,0.0666666666666667,1
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.433722066565845,1,1,1,0,0,0,0,0.45,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.446605394013401,1,1,0,1,0,0,0,0.6,0,0.0454545454545455,0,0,0
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.635180272528024,1,1,1,1,0,0,0,0.45,0,0.181818181818182,0,0.2,0
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.526302542451992,0,1,0,1,0,0,0,0.65,0,0.0454545454545455,0,0,0
0,0,1,0,1,1,0,0,0,0,1,0,1,0,0.55685895931414,1,0,1,1,0,0,0,0.4,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.689046273408626,1,0,0,1,0,1,0,0.2,0,0.0909090909090909,0.166666666666667,0.133333333333333,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.248698262154873,0,1,0,0,0,0,0,0.6,1,0,0,0,1
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.760539351250209,1,0,1,1,0,0,0,0.45,0,0,0,0.0666666666666667,0
0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.483912849135734,0,0,1,1,0,1,0,0.1,0,0.181818181818182,0.166666666666667,0.133333333333333,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.417774524176769,1,1,0,0,0,1,0,0.55,0,0,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.68295628778919,1,0,1,1,0,0,0,0.25,0,0.0454545454545455,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.707202076713041,0,1,0,1,0,1,0,0.3,0,0.136363636363636,0,0.2,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.284420608711704,0,1,0,0,0,1,0,0.7,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.765283484485261,1,0,1,1,0,0,0,0.45,0,0,0.166666666666667,0.2,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.481018936900044,1,0,1,0,0,1,0,0.5,0,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.549482471989253,1,0,1,0,0,0,0,0.45,0,0.0454545454545455,0,0.266666666666667,0
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.629633952001804,1,1,1,1,0,1,0,0.35,0,0.318181818181818,0.166666666666667,0.0666666666666667,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.414445583706096,0,1,0,0,0,0,1,0.6,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.41195052033438,1,1,0,1,0,0,0,0.45,0,0,0,0.0666666666666667,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.590250816186778,1,0,1,1,0,1,0,0.25,0,0.181818181818182,0,0.0666666666666667,0
0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.66329240446257,1,1,0,1,0,1,0,0.4,0,0.136363636363636,0.166666666666667,0,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.588114526138313,1,1,1,1,0,1,0,0.35,0,0.136363636363636,0,0.0666666666666667,0
0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.346397590110931,0,1,0,1,0,0,0,0.45,0,0.136363636363636,0,0.0666666666666667,1
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.689107303386318,1,1,1,1,0,1,0,0.25,0,0.409090909090909,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.339380113136087,1,1,0,1,0,1,0,0.45,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.470827792163277,1,1,1,1,0,1,0,0.45,0,0.227272727272727,0,0.2,0
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.565014781696854,1,1,1,1,0,0,0,0.6,0,0.136363636363636,0,0.266666666666667,0
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.462593879592201,1,1,0,1,0,0,0,0.4,0,0.136363636363636,0,0.4,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.381358932919308,1,1,0,1,0,0,0,0.35,0,0,0,0,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.597940426790558,1,1,0,0,0,0,0,0.7,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.627797031642853,1,1,1,1,0,1,0,0.3,0,0.227272727272727,0.166666666666667,0.133333333333333,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.112664900563277,0,1,0,0,0,0,0,0.55,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.298676536038357,1,1,0,1,0,0,0,0.55,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.498215724676922,1,0,1,1,0,1,0,0.3,0,0.181818181818182,0.166666666666667,0.133333333333333,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.433794261764762,0,1,0,0,0,0,0,0.75,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.494524855545799,1,1,0,1,0,1,0,0.4,0,0,0,0,1
0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.433395679953565,1,1,0,1,0,1,0,0.4,0,0.227272727272727,0,0.0666666666666667,0
0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.471922574234944,1,1,1,1,0,0,0,0.5,0,0,0,0,0
0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.583175854592375,1,1,1,1,0,1,0,0.35,0,0.272727272727273,0,0.0666666666666667,1
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.715022063964304,1,1,0,1,0,1,0,0.55,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.246169491547102,1,1,0,0,0,1,0,0.65,0,0.136363636363636,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.484038743951247,1,1,0,1,0,0,0,0.5,0,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.511552585756334,0,0,0,0,0,1,0,0.55,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.360544935030316,0,1,1,1,0,0,0,0.4,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.648986079753215,0,0,1,1,0,0,0,0.35,1,0,0,0,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.614571829682356,0,1,1,1,0,1,0,0.5,0,0.136363636363636,0.166666666666667,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.481689165995449,1,1,0,0,0,0,0,0.5,0,0,0,0,1
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.631153797847232,1,1,0,0,0,1,0,0.45,0,0.0454545454545455,0,0,0
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.584457149674087,1,0,0,1,0,0,0,0.55,0,0.0909090909090909,0.5,0.0666666666666667,0
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.481984163394973,1,1,1,1,0,1,0,0.45,0,0.0909090909090909,0.166666666666667,0,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.537113073954856,1,1,0,1,0,0,0,0.6,0,0.0454545454545455,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.649500268292215,1,0,0,0,1,0,0,0.65,0,0,0,0,1
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.627720817729435,0,1,1,1,0,0,0,0.25,0,0.0909090909090909,0,0.533333333333333,0
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.490389394980563,1,0,1,1,0,0,1,0.5,0,0.0909090909090909,0,0,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.621486990580353,1,1,0,1,0,0,0,0.55,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.670516781888917,1,0,1,1,0,0,0,0.3,0,0.0909090909090909,0,0,0
1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.181411924423196,1,0,0,0,0,0,0,0.8,0,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.441418293159405,0,0,1,1,0,0,0,0.3,0,0.181818181818182,0,0.0666666666666667,0
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.695163537207595,0,1,0,1,0,0,0,0.6,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.361222034137802,1,1,1,1,0,1,0,0.45,0,0.0454545454545455,0,0.0666666666666667,0
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.506542953674259,0,1,1,1,0,0,0,0.45,0,0,0,0,1
0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.506259056778599,1,1,0,0,0,0,0,0.8,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.532583750188053,1,0,0,0,0,1,0,0.55,0,0.0454545454545455,0,0.0666666666666667,0
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.608642622772417,1,0,1,1,0,0,0,0.55,0,0.0454545454545455,0,0.133333333333333,1
0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.691129103439816,1,0,0,1,0,0,0,0.6,0,0.136363636363636,0.166666666666667,0.0666666666666667,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.449771764838734,0,1,0,0,0,0,0,0.45,0,0,0,0,1
0,1,0,0,1,1,1,0,0,0,1,0,1,0,0.684855581566204,1,1,1,1,1,0,0,0.55,0,0.0454545454545455,0,0,1
0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.578949885962332,1,0,1,1,0,0,0,0.25,0,0.0909090909090909,0,0.0666666666666667,0
0,0,0,1,1,0,0,0,1,0,1,0,1,0,0.600851747347464,1,1,1,1,0,0,0,0.45,0,0.136363636363636,0.166666666666667,0.266666666666667,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.322078868075408,1,1,1,0,0,0,0,0.4,0,0,0.166666666666667,0.0666666666666667,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.465488221339518,0,1,1,1,0,0,0,0.45,0,0.0909090909090909,0,0.0666666666666667,0
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.431594677933738,1,1,1,1,0,1,0,0.3,0,0.272727272727273,0,0.0666666666666667,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.256938530817684,1,1,0,0,0,0,0,0.45,0,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,1,0,0.62925260880536,1,1,1,1,0,1,0,0.3,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.603855710337986,0,1,1,1,0,0,0,0.45,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.318340160521073,0,1,0,1,0,0,0,0.5,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.531102872079522,0,0,0,0,0,0,0,0.65,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.602888111441263,1,1,1,0,0,1,0,0.5,0,0,0,0,1
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.7435226929005,1,0,1,0,0,0,0,0.55,0,0.181818181818182,0.166666666666667,0.2,0
0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.701641051189877,1,1,1,1,0,0,0,0.4,0,0.136363636363636,0.166666666666667,0.333333333333333,0
0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.621366739073702,0,0,1,1,0,1,0,0.4,0,0.181818181818182,0.5,0.2,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.523391904805899,1,0,0,0,0,0,0,0.6,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.536042884889066,1,1,1,1,0,0,0,0.3,0,0.181818181818182,0.166666666666667,0.333333333333333,0
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.532557508470378,1,1,1,0,0,0,0,0.35,0,0,0,0.2,0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.535752091664916,0,1,0,1,0,0,0,0.4,0,0.0454545454545455,0,0,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.405513838546076,0,0,0,1,0,0,0,0.45,0,0.0909090909090909,0,0.133333333333333,0
0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.371877180901807,1,1,0,1,0,0,1,0.4,0,0.0454545454545455,0,0,0
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.598379221012291,1,1,0,1,0,0,0,0.75,0,0,0,0.333333333333333,0
0,0,0,1,1,0,0,1,0,0,1,0,1,0,0.564102052341118,1,1,0,1,0,0,0,0.45,0,0,0.166666666666667,0.4,0
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.43541002028938,1,1,0,1,0,1,0,0.55,0,0.0909090909090909,0,0,1
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.583256405903056,0,0,0,1,0,0,0,0.5,0,0,0.166666666666667,0.2,0
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.642436468334949,1,1,1,1,0,0,0,0.55,1,0.0454545454545455,0,0.133333333333333,1
0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.741833533263283,1,0,1,1,0,0,0,0.6,0,0.0454545454545455,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.570744307572632,0,1,0,0,0,0,0,0.55,0,0.0454545454545455,0,0,0
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.47794305951403,0,1,0,0,0,0,0,0.6,1,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.702649643416205,0,1,1,1,0,0,0,0.45,0,0.0454545454545455,0,0,0
